chromosome	IDs	expression
chr6	chr6_167006585	intergenic
chr6	chr6_167009457	intergenic
chr6	chr6_167013048	intergenic
chr6	chr6_167016749	intergenic
chr6	chr6_167025001	intergenic
chr6	chr6_167031369	intergenic
chr6	chr6_167032186	intergenic
chr6	chr6_167035819	intergenic
chr6	chr6_167036094	intergenic
chr6	chr6_167036346	intergenic
chr6	chr6_167036802	intergenic
chr6	chr6_167038177	intergenic
chr6	chr6_167043861	intergenic
chr6	chr6_167044230	intergenic
chr6	chr6_167045554	intergenic
chr6	chr6_167049744	intergenic
chr6	chr6_167051853	intergenic
chr6	chr6_167053026	intergenic
chr6	chr6_167057011	intergenic
chr6	chr6_167059894	intergenic
chr6	chr6_167062613	intergenic
chr6	chr6_167066300	intergenic
chr6	chr6_167067596	intergenic
chr6	chr6_167070849	intergenic
chr6	chr6_167079195	intergenic
chr6	chr6_167087308	intergenic
chr6	chr6_167090638	intergenic
chr6	chr6_167101791	intergenic
chr6	chr6_167113521	intergenic
chr6	chr6_167132956	intergenic
chr6	chr6_167135000	intergenic
chr6	chr6_167140246	intergenic
chr6	chr6_167146544	intergenic
chr6	chr6_167149390	intergenic
chr6	chr6_167152386	intergenic
chr6	chr6_167158343	intergenic
chr6	chr6_167163359	intergenic
chr6	chr6_167171818	intergenic
chr6	chr6_167174084	intergenic
chr6	chr6_167179989	intergenic
chr6	chr6_167180367	intergenic
chr6	chr6_167190539	intergenic
chr6	chr6_167192770	intergenic
chr6	chr6_167195300	intergenic
chr6	chr6_167204252	intergenic
chr6	chr6_167210458	intergenic
chr6	chr6_167210914	intergenic
chr6	chr6_167213499	intergenic
chr6	chr6_167214706	intergenic
chr6	chr6_167217006	intergenic
chr6	chr6_167218024	intergenic
chr6	chr6_167218493	intergenic
chr6	chr6_167223476	intergenic
chr6	chr6_167228010	intergenic
chr6	chr6_167233498	intergenic
chr6	chr6_167237447	intergenic
chr6	chr6_167242232	intergenic
chr6	chr6_167244961	intergenic
chr6	chr6_167246657	intergenic
chr6	chr6_167251329	intergenic
chr6	chr6_167251406	intergenic
chr6	chr6_167253503	intergenic
chr6	chr6_167261419	intergenic
chr6	chr6_167267745	intergenic
chr6	chr6_167272646	intergenic
chr6	chr6_167273664	intergenic
chr6	chr6_167281133	intergenic
chr6	chr6_167285858	intergenic
chr6	chr6_167288446	intergenic
chr6	chr6_167293172	intergenic
chr6	chr6_167295774	intergenic
chr6	chr6_167297588	intergenic
chr6	RPS6KA2-AS1	NA
chr6	chr6_167322117	intergenic
chr6	chr6_167326732	intergenic
chr6	chr6_167332237	intergenic
chr6	chr6_167332710	intergenic
chr6	chr6_167333491	intergenic
chr6	chr6_167336764	intergenic
chr6	chr6_167344977	intergenic
chr6	chr6_167345579	intergenic
chr6	chr6_167354150	intergenic
chr6	chr6_167355177	intergenic
chr6	chr6_167360993	intergenic
chr6	RNASET2	down
chr6	chr6_167379979	intergenic
chr6	chr6_167384902	intergenic
chr6	chr6_167385633	intergenic
chr6	chr6_167391471	intergenic
chr6	chr6_167394963	intergenic
chr6	chr6_167400052	intergenic
chr6	chr6_167402408	intergenic
chr6	chr6_167402666	intergenic
chr6	MIR3939	stable
chr6	chr6_167416126	intergenic
chr6	chr6_167417500	intergenic
chr6	chr6_167418703	intergenic
chr6	chr6_167419167	intergenic
chr6	chr6_167419628	intergenic
chr6	chr6_167425971	intergenic
chr6	chr6_167428091	intergenic
chr6	chr6_167428441	intergenic
chr6	chr6_167431248	intergenic
chr6	chr6_167440484	intergenic
chr6	chr6_167442368	intergenic
chr6	chr6_167444365	intergenic
chr6	chr6_167447525	intergenic
chr6	chr6_167448252	intergenic
chr6	chr6_167448688	intergenic
chr6	chr6_167450121	intergenic
chr6	chr6_167450959	intergenic
chr6	chr6_167453390	intergenic
chr6	chr6_167454354	intergenic
chr6	chr6_167455662	intergenic
chr6	chr6_167461486	intergenic
chr6	chr6_167463328	intergenic
chr6	chr6_167466774	intergenic
chr6	chr6_167467491	intergenic
chr6	chr6_167482548	intergenic
chr6	chr6_167486261	intergenic
chr6	chr6_167488701	intergenic
chr6	chr6_167493043	intergenic
chr6	chr6_167493835	intergenic
chr6	chr6_167494313	intergenic
chr6	chr6_167498687	intergenic
chr6	chr6_167501076	intergenic
chr6	chr6_167501986	intergenic
chr6	chr6_167505298	intergenic
chr6	chr6_167505608	intergenic
chr6	chr6_167512103	intergenic
chr6	chr6_167516343	intergenic
chr6	CCR6	stable
chr6	chr6_167532017	intergenic
chr6	chr6_167537780	intergenic
chr6	chr6_167542386	intergenic
chr6	chr6_167546526	intergenic
chr6	chr6_167546671	intergenic
chr6	chr6_167552517	intergenic
chr6	TCP10L2	stable
chr6	chr6_167560642	intergenic
chr6	chr6_167565521	intergenic
chr6	chr6_167569054	intergenic
chr6	GPR31	stable
chr6	chr6_167577927	intergenic
chr6	chr6_167579460	intergenic
chr6	chr6_167618314	intergenic
chr6	chr6_167636867	intergenic
chr6	chr6_167642366	intergenic
chr6	chr6_167650100	intergenic
chr6	chr6_167656690	intergenic
chr6	chr6_167657391	intergenic
chr6	chr6_167658833	intergenic
chr6	chr6_167659971	intergenic
chr6	chr6_167661246	intergenic
chr6	chr6_167666551	intergenic
chr6	chr6_167668292	intergenic
chr6	chr6_167672565	intergenic
chr6	chr6_167673993	intergenic
chr6	chr6_167681595	intergenic
chr6	chr6_167682440	intergenic
chr6	UNC93A	NA
chr6	chr6_167701730	intergenic
chr6	chr6_167703853	intergenic
chr6	chr6_167718410	intergenic
chr6	chr6_167730591	intergenic
chr6	chr6_167732911	intergenic
chr6	TTLL2	down
chr6	chr6_167740110	intergenic
chr6	chr6_167743179	intergenic
chr6	chr6_167746800	intergenic
chr6	chr6_167753843	intergenic
chr6	chr6_167762244	intergenic
chr6	chr6_167765596	intergenic
chr6	chr6_167770184	intergenic
chr6	chr6_167805946	intergenic
chr6	chr6_167810603	intergenic
chr6	chr6_167815676	intergenic
chr6	chr6_167817824	intergenic
chr6	chr6_167822648	intergenic
chr6	chr6_167845036	intergenic
chr6	chr6_167873015	intergenic
chr6	chr6_167900829	intergenic
chr6	chr6_167936979	intergenic
chr6	chr6_168100176	intergenic
chr6	chr6_168102179	intergenic
chr6	chr6_168109765	intergenic
chr6	chr6_168111158	intergenic
chr6	chr6_168115256	intergenic
chr6	chr6_168121170	intergenic
chr6	chr6_168123660	intergenic
chr6	chr6_168137149	intergenic
chr6	chr6_168142603	intergenic
chr6	chr6_168143915	intergenic
chr6	chr6_168155433	intergenic
chr6	chr6_168157610	intergenic
chr6	chr6_168166557	intergenic
chr6	chr6_168167044	intergenic
chr6	chr6_168173687	intergenic
chr6	chr6_168183078	intergenic
chr6	chr6_168187334	intergenic
chr6	chr6_168192204	intergenic
chr6	chr6_168195990	intergenic
chr6	chr6_168202179	intergenic
chr6	chr6_168207138	intergenic
chr6	chr6_168207382	intergenic
chr6	chr6_168208944	intergenic
chr6	chr6_168226032	intergenic
chr6	MLLT4	NA
chr6	chr6_168231231	intergenic
chr6	chr6_168235982	intergenic
chr6	chr6_168237564	intergenic
chr6	chr6_168239434	intergenic
chr6	chr6_168240816	intergenic
chr6	chr6_168241110	intergenic
chr6	chr6_168244326	intergenic
chr6	chr6_168244602	intergenic
chr6	chr6_168248826	intergenic
chr6	chr6_168254291	intergenic
chr6	chr6_168255187	intergenic
chr6	chr6_168261258	intergenic
chr6	chr6_168263526	intergenic
chr6	chr6_168267255	intergenic
chr6	chr6_168270757	intergenic
chr6	chr6_168274935	intergenic
chr6	chr6_168275025	intergenic
chr6	chr6_168277631	intergenic
chr6	chr6_168278608	intergenic
chr6	chr6_168279622	intergenic
chr6	chr6_168281140	intergenic
chr6	chr6_168281974	intergenic
chr6	chr6_168285512	intergenic
chr6	chr6_168286233	intergenic
chr6	chr6_168291279	intergenic
chr6	chr6_168292953	intergenic
chr6	chr6_168297585	intergenic
chr6	chr6_168311397	intergenic
chr6	chr6_168312343	intergenic
chr6	chr6_168320008	intergenic
chr6	chr6_168324839	intergenic
chr6	chr6_168327389	intergenic
chr6	chr6_168331311	intergenic
chr6	chr6_168333632	intergenic
chr6	chr6_168338679	intergenic
chr6	chr6_168347169	intergenic
chr6	chr6_168351904	intergenic
chr6	chr6_168358809	intergenic
chr6	chr6_168360466	intergenic
chr6	chr6_168364066	intergenic
chr6	chr6_168364239	intergenic
chr6	chr6_168368671	intergenic
chr6	chr6_168370567	intergenic
chr6	chr6_168371201	intergenic
chr6	chr6_168371324	intergenic
chr6	chr6_168372836	intergenic
chr6	chr6_168376380	intergenic
chr6	chr6_168381657	intergenic
chr6	chr6_168385760	intergenic
chr6	chr6_168388277	intergenic
chr6	KIF25	stable
chr6	chr6_168398563	intergenic
chr6	chr6_168399247	intergenic
chr6	chr6_168403717	intergenic
chr6	chr6_168409983	intergenic
chr6	chr6_168414960	intergenic
chr6	chr6_168416637	intergenic
chr6	chr6_168417023	intergenic
chr6	chr6_168419005	intergenic
chr6	chr6_168424826	intergenic
chr6	chr6_168426225	intergenic
chr6	chr6_168431582	intergenic
chr6	chr6_168433380	intergenic
chr6	chr6_168438793	intergenic
chr6	chr6_168442563	intergenic
chr6	chr6_168448983	intergenic
chr6	chr6_168455804	intergenic
chr6	chr6_168464513	intergenic
chr6	FRMD1	NA
chr6	chr6_168482268	intergenic
chr6	chr6_168499935	intergenic
chr6	chr6_168502860	intergenic
chr6	chr6_168510513	intergenic
chr6	chr6_168520816	intergenic
chr6	chr6_168522424	intergenic
chr6	chr6_168524117	intergenic
chr6	chr6_168529423	intergenic
chr6	chr6_168532498	intergenic
chr6	chr6_168548355	intergenic
chr6	chr6_168553271	intergenic
chr6	chr6_168560468	intergenic
chr6	chr6_168565990	intergenic
chr6	chr6_168569205	intergenic
chr6	chr6_168570290	intergenic
chr6	chr6_168571368	intergenic
chr6	chr6_168575093	intergenic
chr6	chr6_168589566	intergenic
chr6	chr6_168590665	intergenic
chr6	chr6_168599977	intergenic
chr6	chr6_168600711	intergenic
chr6	chr6_168601118	intergenic
chr6	chr6_168604157	intergenic
chr6	chr6_168609583	intergenic
chr6	chr6_168616252	intergenic
chr6	chr6_168617653	intergenic
chr6	chr6_168625126	intergenic
chr6	chr6_168632743	intergenic
chr6	chr6_168634089	intergenic
chr6	chr6_168641051	intergenic
chr6	chr6_168641978	intergenic
chr6	chr6_168646123	intergenic
chr6	chr6_168653018	intergenic
chr6	chr6_168657327	intergenic
chr6	chr6_168659108	intergenic
chr6	chr6_168660409	intergenic
chr6	chr6_168662367	intergenic
chr6	chr6_168663853	intergenic
chr6	chr6_168665984	intergenic
chr6	chr6_168666742	intergenic
chr6	chr6_168673683	intergenic
chr6	chr6_168677275	intergenic
chr6	chr6_168680591	intergenic
chr6	chr6_168690404	intergenic
chr6	chr6_168701197	intergenic
chr6	chr6_168702762	intergenic
chr6	chr6_168706527	intergenic
chr6	chr6_168710593	intergenic
chr6	DACT2	stable
chr6	chr6_168725990	intergenic
chr6	chr6_168726527	intergenic
chr6	chr6_168733766	intergenic
chr6	chr6_168739365	intergenic
chr6	chr6_168745716	intergenic
chr6	chr6_168746383	intergenic
chr6	chr6_168749253	intergenic
chr6	chr6_168751533	intergenic
chr6	chr6_168752677	intergenic
chr6	chr6_168755079	intergenic
chr6	chr6_168763526	intergenic
chr6	chr6_168764371	intergenic
chr6	chr6_168774379	intergenic
chr6	chr6_168783114	intergenic
chr6	chr6_168785134	intergenic
chr6	chr6_168790960	intergenic
chr6	chr6_168794664	intergenic
chr6	chr6_168798577	intergenic
chr6	chr6_168798941	intergenic
chr6	chr6_168799613	intergenic
chr6	chr6_168800831	intergenic
chr6	chr6_168804737	intergenic
chr6	chr6_168806667	intergenic
chr6	chr6_168807913	intergenic
chr6	chr6_168816463	intergenic
chr6	chr6_168820409	intergenic
chr6	chr6_168823003	intergenic
chr6	chr6_168835493	intergenic
chr6	SMOC2	NA
chr6	chr6_168851950	intergenic
chr6	chr6_168861281	intergenic
chr6	chr6_168863351	intergenic
chr6	chr6_168875651	intergenic
chr6	chr6_168883507	intergenic
chr6	chr6_168887052	intergenic
chr6	chr6_168896865	intergenic
chr6	chr6_168901373	intergenic
chr6	chr6_168907611	intergenic
chr6	chr6_168909986	intergenic
chr6	chr6_168910489	intergenic
chr6	chr6_168911477	intergenic
chr6	chr6_168912000	intergenic
chr6	chr6_168915492	intergenic
chr6	chr6_168922156	intergenic
chr6	chr6_168929284	intergenic
chr6	chr6_168930028	intergenic
chr6	chr6_168946922	intergenic
chr6	chr6_168958135	intergenic
chr6	chr6_168978858	intergenic
chr6	chr6_168980564	intergenic
chr6	chr6_168987001	intergenic
chr6	chr6_169004615	intergenic
chr6	chr6_169016911	intergenic
chr6	chr6_169043152	intergenic
chr6	chr6_169067772	intergenic
chr6	chr6_169130788	intergenic
chr6	chr6_169134770	intergenic
chr6	chr6_169197569	intergenic
chr6	chr6_169214100	intergenic
chr6	chr6_169231087	intergenic
chr6	chr6_169244495	intergenic
chr6	chr6_169283620	intergenic
chr6	chr6_169298618	intergenic
chr6	chr6_169308858	intergenic
chr6	chr6_169547354	intergenic
chr6	chr6_169552562	intergenic
chr6	chr6_169557620	intergenic
chr6	chr6_169558607	intergenic
chr6	chr6_169565724	intergenic
chr6	chr6_169571581	intergenic
chr6	chr6_169572295	intergenic
chr6	chr6_169572481	intergenic
chr6	chr6_169577685	intergenic
chr6	chr6_169584782	intergenic
chr6	chr6_169587897	intergenic
chr6	chr6_169590313	intergenic
chr6	chr6_169599036	intergenic
chr6	chr6_169599859	intergenic
chr6	chr6_169600960	intergenic
chr6	chr6_169607058	intergenic
chr6	XXyac-YX65C7_A.2	NA
chr6	chr6_169620733	intergenic
chr6	chr6_169630162	intergenic
chr6	chr6_169640055	intergenic
chr6	chr6_169642445	intergenic
chr6	THBS2	stable
chr6	chr6_169662093	intergenic
chr6	chr6_169663703	intergenic
chr6	chr6_169667789	intergenic
chr6	chr6_169668658	intergenic
chr6	chr6_169674864	intergenic
chr6	chr6_169675185	intergenic
chr6	chr6_169676211	intergenic
chr6	chr6_169676749	intergenic
chr6	chr6_169680580	intergenic
chr6	chr6_169681932	intergenic
chr6	chr6_169696266	intergenic
chr6	chr6_169941723	intergenic
chr6	chr6_169945147	intergenic
chr6	chr6_169947817	intergenic
chr6	chr6_169969119	intergenic
chr6	chr6_169969543	intergenic
chr6	chr6_169976147	intergenic
chr6	chr6_169985615	intergenic
chr6	chr6_169991383	intergenic
chr6	chr6_169993586	intergenic
chr6	chr6_170018786	intergenic
chr6	chr6_170026070	intergenic
chr6	chr6_170029123	intergenic
chr6	chr6_170041570	intergenic
chr6	chr6_170069767	intergenic
chr6	chr6_170074888	intergenic
chr6	chr6_170077449	intergenic
chr6	chr6_170083147	intergenic
chr6	chr6_170092414	intergenic
chr6	chr6_170093043	intergenic
chr6	chr6_170093339	intergenic
chr6	WDR27	stable
chr6	chr6_170108864	intergenic
chr6	chr6_170109141	intergenic
chr6	chr6_170110585	intergenic
chr6	chr6_170110630	intergenic
chr6	chr6_170112296	intergenic
chr6	chr6_170114510	intergenic
chr6	chr6_170117012	intergenic
chr6	chr6_170117743	intergenic
chr6	chr6_170118069	intergenic
chr6	chr6_170121751	intergenic
chr6	chr6_170123267	intergenic
chr6	PHF10	stable
chr6	chr6_170125639	intergenic
chr6	chr6_170136669	intergenic
chr6	chr6_170138441	intergenic
chr6	chr6_170144481	intergenic
chr6	chr6_170145014	intergenic
chr6	chr6_170145142	intergenic
chr6	chr6_170146305	intergenic
chr6	TCTE3	stable
chr6	chr6_170156908	intergenic
chr6	chr6_170157438	intergenic
chr6	chr6_170159875	intergenic
chr6	chr6_170162631	intergenic
chr6	chr6_170165167	intergenic
chr6	chr6_170165553	intergenic
chr6	chr6_170171688	intergenic
chr6	chr6_170175475	intergenic
chr6	chr6_170176331	intergenic
chr6	chr6_170177671	intergenic
chr6	chr6_170178675	intergenic
chr6	chr6_170183316	intergenic
chr6	chr6_170193072	intergenic
chr6	chr6_170194069	intergenic
chr6	chr6_170198726	intergenic
chr6	chr6_170201969	intergenic
chr6	chr6_170203179	intergenic
chr6	chr6_170203316	intergenic
chr6	chr6_170219249	intergenic
chr6	chr6_170224474	intergenic
chr6	chr6_170229691	intergenic
chr6	chr6_170231446	intergenic
chr6	chr6_170234589	intergenic
chr6	chr6_170237923	intergenic
chr6	chr6_170239112	intergenic
chr6	chr6_170243319	intergenic
chr6	chr6_170247869	intergenic
chr6	chr6_170248551	intergenic
chr6	chr6_170276483	intergenic
chr6	chr6_170332461	intergenic
chr6	chr6_170332649	intergenic
chr6	chr6_170333337	intergenic
chr6	chr6_170345348	intergenic
chr6	chr6_170356099	intergenic
chr6	chr6_170363043	intergenic
chr6	chr6_170368380	intergenic
chr6	chr6_170382890	intergenic
chr6	chr6_170384814	intergenic
chr6	chr6_170402048	intergenic
chr6	chr6_170417632	intergenic
chr6	chr6_170418080	intergenic
chr6	chr6_170424534	intergenic
chr6	chr6_170426541	intergenic
chr6	chr6_170429808	intergenic
chr6	chr6_170436649	intergenic
chr6	chr6_170439716	intergenic
chr6	chr6_170440899	intergenic
chr6	chr6_170449059	intergenic
chr6	chr6_170450936	intergenic
chr6	chr6_170455344	intergenic
chr6	chr6_170459340	intergenic
chr6	chr6_170459699	intergenic
chr6	chr6_170462575	intergenic
chr6	chr6_170463227	intergenic
chr6	chr6_170476732	intergenic
chr6	chr6_170489421	intergenic
chr6	chr6_170494218	intergenic
chr6	chr6_170503588	intergenic
chr6	chr6_170504889	intergenic
chr6	chr6_170507896	intergenic
chr6	chr6_170509358	intergenic
chr6	chr6_170511822	intergenic
chr6	chr6_170520594	intergenic
chr6	chr6_170536742	intergenic
chr6	chr6_170539646	intergenic
chr6	chr6_170544211	intergenic
chr6	chr6_170544863	intergenic
chr6	chr6_170558846	intergenic
chr6	chr6_170559975	intergenic
chr6	chr6_170560775	intergenic
chr6	chr6_170563989	intergenic
chr6	chr6_170567181	intergenic
chr6	chr6_170568031	intergenic
chr6	chr6_170569141	intergenic
chr6	chr6_170570994	intergenic
chr6	chr6_170571434	intergenic
chr6	chr6_170572352	intergenic
chr6	chr6_170573782	intergenic
chr6	chr6_170583916	intergenic
chr6	chr6_170587363	intergenic
chr6	chr6_170589048	intergenic
chr6	chr6_170591498	intergenic
chr6	DLL1	stable
chr6	chr6_170603649	intergenic
chr6	chr6_170606377	intergenic
chr6	chr6_170612070	intergenic
chr6	chr6_170613929	intergenic
chr6	chr6_170618056	intergenic
chr6	MIR4644	stable
chr6	chr6_170640161	intergenic
chr6	chr6_170640326	intergenic
chr6	chr6_170643823	intergenic
chr6	chr6_170649946	intergenic
chr6	chr6_170651354	intergenic
chr6	chr6_170656090	intergenic
chr6	chr6_170658328	intergenic
chr6	chr6_170662628	intergenic
chr6	chr6_170676141	intergenic
chr6	chr6_170676324	intergenic
chr6	chr6_170680581	intergenic
chr6	chr6_170682691	intergenic
chr6	chr6_170682784	intergenic
chr6	chr6_170685374	intergenic
chr6	chr6_170689927	intergenic
chr6	chr6_170694190	intergenic
chr6	chr6_170695923	intergenic
chr6	chr6_170697514	intergenic
chr6	chr6_170699252	intergenic
chr6	chr6_170699611	intergenic
chr6	chr6_170700022	intergenic
chr6	chr6_170703061	intergenic
chr6	chr6_170706614	intergenic
chr6	chr6_170711383	intergenic
chr6	chr6_170711455	intergenic
chr6	chr6_170714364	intergenic
chr6	chr6_170716706	intergenic
chr6	chr6_170718642	intergenic
chr6	chr6_170719416	intergenic
chr6	chr6_170722554	intergenic
chr6	chr6_170726420	intergenic
chr6	chr6_170734806	intergenic
chr6	chr6_170739934	intergenic
chr6	chr6_170745955	intergenic
chr6	chr6_170750262	intergenic
chr6	chr6_170757844	intergenic
chr6	chr6_170761030	intergenic
chr6	chr6_170761124	intergenic
chr6	chr6_170768951	intergenic
chr6	chr6_170770610	intergenic
chr6	chr6_170777665	intergenic
chr6	chr6_170783727	intergenic
chr6	chr6_170798275	intergenic
chr6	chr6_170803537	intergenic
chr6	chr6_170806792	intergenic
chr6	chr6_170809285	intergenic
chr6	chr6_170813387	intergenic
